,adj_arg_ovl,adj_stem_ovl,arg_ovl,stem_ovl,adjacent_refs,anaphoric_refs,words_before_main_verb,add_neg_conn_ratio,add_pos_conn_ratio,and_ratio,cau_neg_conn_ratio,cau_pos_conn_ratio,conn_ratio,if_ratio,log_neg_conn_ratio,log_pos_conn_ratio,logic_operators,negation_ratio,tmp_neg_conn_ratio,tmp_pos_conn_ratio,mean_noun_phrase,ttr,cw_freq,min_cw_freq,adjective_ratio,adverbs,content_words,function_words,personal_pronouns,pronoun_ratio,verbs,adjectives_ambiguity,adverbs_ambiguity,hypernyms_verbs,nouns_ambiguity,verbs_ambiguity,paragraphs,sentences,sentences_per_paragraph,syllables_per_content_word,words,words_per_sentence,flesch
1293,2.5,3.33333,2.8571400000000002,3.7619,0.0,0.0,1.14286,0.00588,0.035289999999999995,0.035289999999999995,0.0,0.01765,0.058820000000000004,0.0,0.0,0.01176,0.035289999999999995,0.0,0.0,0.0,7.97279,0.53394,251416.08738,1738.8571399999998,0.08235,0.01176,0.60588,0.39411999999999997,0.0,0.047060000000000005,0.11765,2.57143,4.5,1.13333,2.23077,6.25,1.0,7.0,7.0,2.96117,170.0,24.28571,31.09794
2968,0.25,2.5,0.5,2.0,0.0,0.0,0.4,0.0,0.025,0.0125,0.0,0.05,0.0625,0.025,0.0,0.0375,0.075,0.0,0.0,0.0,4.96667,0.6375,80168.8,764.0,0.1,0.0,0.625,0.375,0.0125,0.0375,0.125,1.25,0.0,0.8,2.58621,9.71429,1.0,5.0,5.0,2.54,80.0,16.0,64.4525
2459,8.0,10.0,8.0,10.0,0.0,0.0,1.0,0.0,0.01626,0.00813,0.0,0.024390000000000002,0.03252,0.0,0.0,0.00813,0.00813,0.0,0.0,0.0,21.4375,0.6075,393536.17333,1072.0,0.04065,0.00813,0.6097600000000001,0.39024000000000003,0.0,0.04065,0.09756000000000001,0.8,3.0,0.7,4.08889,6.66667,1.0,2.0,2.0,2.56,123.0,61.5,12.39787
1403,7.66667,6.66667,7.83333,7.83333,0.0,0.0,2.75,0.0,0.015619999999999998,0.015619999999999998,0.0,0.007809999999999999,0.02344,0.0,0.0,0.0,0.02344,0.0,0.0,0.0,10.53125,0.56828,131955.26027,585.0,0.02344,0.0,0.57031,0.42968999999999996,0.018619999999999998,0.0625,0.11719,2.0,0.0,0.53333,2.59615,11.33333,1.0,4.0,4.0,2.8767099999999997,128.0,32.0,35.919059999999995
1393,2.5,3.5,1.5,2.1,0.0,0.0,1.4,0.0,0.01205,0.0,0.0,0.04819,0.04819,0.0241,0.0,0.03614,0.04819,0.01205,0.0,0.0,5.51,0.62651,199569.47059,637.0,0.0241,0.03614,0.61446,0.38554,0.0,0.03614,0.18072,0.5,3.0,0.9285700000000001,4.5,7.636360000000001,1.0,5.0,5.0,2.4117599999999997,83.0,16.6,68.90165999999999
2938,3.0,5.0,3.16667,5.33333,0.0,0.0,1.5,0.0,0.06097999999999999,0.03659,0.0,0.03659,0.07317,0.0,0.0,0.024390000000000002,0.03659,0.0,0.0,0.0,9.08333,0.58537,106218.2,469.75,0.06097999999999999,0.0122,0.54878,0.45121999999999995,0.0,0.03659,0.09756000000000001,2.33333,4.0,1.25,4.12,10.28571,1.0,4.0,4.0,2.86667,82.0,20.5,46.44701
2037,1.66667,1.66667,1.5,1.5,0.0,0.0,0.75,0.0,0.016669999999999997,0.0,0.0,0.016669999999999997,0.03333,0.0,0.0,0.016669999999999997,0.0,0.0,0.016669999999999997,0.0,9.20833,0.7,163457.31429,8980.5,0.0,0.016669999999999997,0.58333,0.41667,0.0,0.06667000000000001,0.2,0.0,1.0,1.09091,3.6818199999999996,7.1,1.0,4.0,4.0,3.0857099999999997,60.0,15.0,31.98
3036,2.0,2.0,2.0,2.0,0.0,0.0,0.5,0.0,0.025639999999999996,0.025639999999999996,0.0,0.025639999999999996,0.05127999999999999,0.0,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,6.625,0.74359,117255.96429,63.5,0.05127999999999999,0.025639999999999996,0.71795,0.28205,0.0,0.025639999999999996,0.15385,0.5,3.0,0.2,3.55556,8.4,1.0,2.0,2.0,2.28571,39.0,19.5,66.35019
1526,1.375,1.625,1.13889,1.44444,1.375,4.0,1.8888900000000002,0.0,0.01493,0.00746,0.0,0.02985,0.04478,0.0,0.0,0.02985,0.00746,0.0,0.0,0.00746,7.194439999999999,0.6351399999999999,244101.16215999998,398.55556,0.08209,0.01493,0.55224,0.44776000000000005,0.028569999999999998,0.10447999999999999,0.16418,3.88889,3.5,0.71429,2.72973,9.9,1.0,9.0,9.0,2.64865,134.0,14.88889,63.89143000000001
1407,0.66667,1.33333,1.95556,2.24444,0.0,0.0,1.8,0.0,0.03429,0.028569999999999998,0.0,0.02286,0.06857,0.01143,0.0,0.03429,0.04571,0.00571,0.00571,0.0,5.24333,0.57276,291009.87963000004,4658.9,0.057139999999999996,0.04,0.6171399999999999,0.38286,0.0,0.04,0.13714,3.7,0.6,0.80952,3.7878800000000004,6.923080000000001,1.0,10.0,10.0,2.68519,175.0,17.5,52.20393
1608,3.2,4.6,4.2,5.2,0.0,0.0,1.66667,0.0,0.039060000000000004,0.02344,0.0,0.039060000000000004,0.07031,0.02344,0.0,0.039060000000000004,0.054689999999999996,0.007809999999999999,0.0,0.0,4.77778,0.53138,267720.90278,0.0,0.054689999999999996,0.02344,0.5625,0.4375,0.0,0.07812000000000001,0.17969000000000002,3.4,1.0,0.43478,2.0,13.63636,1.0,6.0,6.0,2.79167,128.0,21.33333,52.69416999999999
1610,1.33333,2.66667,1.16667,2.5,0.66667,0.66667,0.75,0.0,0.04412,0.0,0.0,0.04412,0.058820000000000004,0.0,0.0,0.058820000000000004,0.0,0.0,0.0,0.0,3.58333,0.7058800000000001,258518.52083000002,316.25,0.058820000000000004,0.058820000000000004,0.7058800000000001,0.29412,0.0,0.04412,0.19118,4.0,4.5,0.84615,2.36364,6.45455,1.0,4.0,4.0,2.70833,68.0,17.0,38.74176
3134,2.5,5.0,2.66667,5.0,0.0,0.0,1.33333,0.0,0.0339,0.0,0.0,0.0678,0.0678,0.0,0.0,0.05085,0.0,0.0,0.0,0.0,4.44444,0.61017,502769.05263,657.6666700000001,0.15254,0.0,0.64407,0.35593,0.0,0.0678,0.18644000000000002,1.77778,0.0,0.54545,3.4666699999999997,10.77778,1.0,3.0,3.0,2.84211,59.0,19.66667,36.730959999999996
2219,3.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.025639999999999996,0.0,0.0,0.05127999999999999,0.05127999999999999,0.0,0.0,0.025639999999999996,0.0,0.0,0.0,0.0,9.25,0.79487,86901.77273,1016.5,0.15385,0.0,0.5641,0.4359,0.0,0.05127999999999999,0.12821,2.16667,0.0,1.4,3.54545,9.33333,1.0,2.0,2.0,3.04545,39.0,19.5,27.304040000000004
2922,1.33333,2.66667,0.66667,1.5,0.0,0.0,1.0,0.0,0.03333,0.01111,0.0,0.055560000000000005,0.06667000000000001,0.0,0.0,0.04444,0.01111,0.0,0.0,0.0,5.52083,0.7,271736.58491,135.75,0.11110999999999999,0.0,0.5888899999999999,0.41111000000000003,0.01111,0.055560000000000005,0.12222000000000001,2.88889,0.0,0.4,3.4482800000000005,12.88889,1.0,4.0,4.0,2.9056599999999997,90.0,22.5,37.9975
1986,1.16667,1.5,0.71429,1.33333,0.0,0.0,4.14286,0.0,0.03419,0.025639999999999996,0.0,0.03419,0.059829999999999994,0.00855,0.0,0.025639999999999996,0.03419,0.0,0.0,0.0,5.9595199999999995,0.6955600000000001,99412.52113,8149.857140000001,0.059829999999999994,0.01709,0.6068399999999999,0.39316,0.01,0.05127999999999999,0.15385,2.16667,5.0,1.1764700000000001,4.560980000000001,6.0,1.0,7.0,7.0,3.11268,117.0,16.71429,31.577690000000004
2150,1.0,2.0,1.66667,3.33333,0.0,0.0,0.66667,0.0,0.04225,0.02817,0.0,0.02817,0.05634,0.0,0.0,0.02817,0.02817,0.0,0.0,0.0,8.44444,0.73239,160525.95122000002,1887.3333300000002,0.07042000000000001,0.01408,0.5774600000000001,0.42253999999999997,0.0,0.08451,0.14085,1.6,5.0,0.85714,2.91667,4.9,1.0,3.0,3.0,2.92683,71.0,23.66667,36.54854
1602,7.0,11.0,7.0,11.0,0.0,0.0,1.0,0.0,0.04,0.013330000000000002,0.0,0.04,0.053329999999999995,0.0,0.0,0.02667,0.013330000000000002,0.0,0.0,0.0,8.4,0.58667,153052.07317000002,63.5,0.08,0.0,0.54667,0.45333,0.0,0.02667,0.08,2.75,0.0,0.33333,4.37931,16.4,1.0,2.0,2.0,2.7804900000000004,75.0,37.5,39.3165
1539,4.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,0.028569999999999998,0.01429,0.0,0.07143,0.08571000000000001,0.0,0.0,0.04286,0.01429,0.0,0.0,0.0,8.08333,0.57143,130165.53487999999,0.0,0.14286,0.01429,0.61429,0.38571,0.0,0.028569999999999998,0.04286,2.0,3.0,1.33333,4.84615,7.66667,1.0,3.0,3.0,2.62791,70.0,23.33333,48.70024
1093,5.25,5.75,9.4,11.1,0.0,0.0,1.0,0.0,0.03125,0.02083,0.0,0.03125,0.09375,0.02083,0.0,0.0625,0.0625,0.0,0.0,0.01042,7.22,0.5,387441.08696,2496.6,0.0625,0.02083,0.71875,0.28125,0.0,0.052079999999999994,0.17708,3.33333,1.0,0.75,2.43902,3.92308,1.0,5.0,5.0,3.0144900000000003,96.0,19.2,14.322000000000001
1595,3.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,0.02985,0.0,0.0,0.04478,0.04478,0.0,0.0,0.02985,0.0,0.0,0.0,0.0,7.29167,0.6119399999999999,147876.2,3802.75,0.0597,0.01493,0.59701,0.40299,0.0,0.02985,0.1194,2.75,5.0,0.625,4.84,13.85714,1.0,4.0,4.0,2.8,67.0,16.75,53.794940000000004
1288,2.83333,4.0,1.9047599999999998,2.95238,0.0,0.0,1.4285700000000001,0.0049,0.03431,0.03431,0.0,0.029410000000000002,0.06863,0.0,0.0,0.02451,0.03431,0.0,0.0,0.0,6.5544199999999995,0.57076,425782.904,972.5714300000001,0.08333,0.0098,0.61275,0.38725,0.0,0.03431,0.11275,1.8125,4.0,0.38095,1.9625,9.68421,1.0,7.0,7.0,2.832,204.0,29.14286,33.46676
1035,1.0,1.0,0.9,1.2,0.0,0.0,1.4,0.0,0.027030000000000002,0.01351,0.0,0.01351,0.04054,0.0,0.0,0.01351,0.01351,0.0,0.0,0.01351,5.45,0.64865,205745.90909,51.2,0.027030000000000002,0.0,0.59459,0.40541,0.0,0.04054,0.21622,0.0,0.0,0.8125,3.2941199999999995,6.923080000000001,1.0,5.0,5.0,2.63636,74.0,14.8,60.04003
1646,1.4,1.6,1.6,2.2,0.0,0.0,1.0,0.0,0.02469,0.01235,0.0,0.02469,0.03704,0.0,0.0,0.01235,0.02469,0.0,0.0,0.0,4.52778,0.64198,186685.44,2068.83333,0.08642000000000001,0.0,0.61728,0.38272,0.0,0.01235,0.16049000000000002,4.0,0.0,1.6,4.36667,8.625,1.0,6.0,6.0,2.7,81.0,13.5,53.39917
1836,1.0,1.0,0.4,0.4,1.0,2.5,0.6,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,4.35,0.78,244984.35294,135056.8,0.08,0.0,0.68,0.32,0.02,0.04,0.14,4.25,0.0,1.5,2.36842,8.33333,1.0,5.0,5.0,2.61765,50.0,10.0,55.949
1409,0.66667,0.66667,6.7619,7.7619,0.0,0.0,1.2857100000000001,0.0,0.01227,0.00613,0.0,0.01227,0.0184,0.0,0.0,0.00613,0.01227,0.0,0.0,0.0,5.53571,0.50688,358472.66336999997,245.0,0.0184,0.0,0.61963,0.38037,0.0,0.06748,0.14724,2.66667,0.0,0.9411799999999999,2.5362299999999998,6.6875,1.0,7.0,7.0,2.47525,163.0,23.28571,54.96196
1148,1.0,1.6,1.06667,1.33333,0.8,0.8,1.33333,0.0,0.00926,0.0,0.0,0.027780000000000003,0.03704,0.01852,0.0,0.027780000000000003,0.027780000000000003,0.00926,0.0,0.00926,8.47222,0.7266699999999999,146063.16883,2129.66667,0.14815,0.027780000000000003,0.71296,0.28704,0.0,0.0463,0.13889,0.66667,2.5,1.45455,3.21053,5.81818,1.0,6.0,6.0,2.68831,108.0,18.0,40.215
2148,1.33333,1.33333,1.5,1.5,0.0,0.0,0.25,0.0,0.037739999999999996,0.018869999999999998,0.0,0.018869999999999998,0.037739999999999996,0.0,0.0,0.018869999999999998,0.037739999999999996,0.0,0.0,0.0,6.0625,0.7169800000000001,235004.03448000003,3896.5,0.037739999999999996,0.0,0.5471699999999999,0.45283,0.0,0.037739999999999996,0.11320999999999999,2.5,0.0,0.8333299999999999,2.38095,7.75,1.0,4.0,4.0,3.10345,53.0,13.25,48.627759999999995
1285,2.5,4.5,1.9,2.9,0.0,0.0,2.2,0.00565,0.02825,0.02825,0.0,0.0226,0.0565,0.0,0.0,0.0113,0.0339,0.0,0.0,0.0,8.255560000000001,0.54718,261026.21698000003,1022.2,0.09605,0.00565,0.59887,0.40113000000000004,0.0,0.03955,0.11299000000000001,5.35294,5.0,0.88889,2.30159,6.22222,1.0,5.0,5.0,2.91509,177.0,35.4,24.10739
1644,0.8333299999999999,1.66667,0.90476,1.52381,0.0,0.0,1.2857100000000001,0.0,0.02632,0.01316,0.0,0.02632,0.03947,0.0,0.0,0.02632,0.02632,0.0,0.0,0.0,3.90476,0.71053,293289.96,103855.42857,0.09211,0.0,0.65789,0.34210999999999997,0.0,0.01316,0.23684000000000002,2.8571400000000002,0.0,1.38462,4.20833,9.727269999999999,1.0,7.0,7.0,2.84,76.0,10.85714,47.465
1084,0.66667,0.66667,0.5,0.8333299999999999,0.0,0.0,2.0,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.06897,0.0,0.0,0.05172,0.05172,0.0,0.0,0.0,4.9833300000000005,0.75862,145574.58824,567.75,0.12069,0.0,0.58621,0.41379,0.0,0.05172,0.13793,3.0,0.0,1.14286,5.38889,11.25,1.0,4.0,4.0,2.9117599999999997,58.0,14.5,40.12095
1990,10.5,11.83333,12.66667,13.809520000000001,0.0,0.0,0.28570999999999996,0.0,0.027589999999999996,0.02069,0.0,0.02069,0.04828,0.0069,0.0,0.01379,0.034480000000000004,0.0,0.0,0.0069,9.792860000000001,0.56043,264422.20755,1208.57143,0.08966,0.0069,0.7310300000000001,0.26897,0.00609,0.027589999999999996,0.13793,0.77778,0.0,1.16667,1.44262,5.33333,1.0,7.0,7.0,2.9056599999999997,145.0,20.71429,23.019660000000002
1614,2.625,2.75,1.61111,1.8055599999999998,0.0,0.0,1.33333,0.0,0.05505,0.01835,0.0,0.0367,0.07339,0.0,0.0,0.04587,0.01835,0.0,0.0,0.01835,5.40741,0.593,230764.08570999998,1365.0,0.05505,0.05505,0.6422,0.3578,0.0,0.02752,0.11009000000000001,2.6,3.0,1.11111,2.25581,8.3,1.0,9.0,9.0,2.81429,109.0,12.11111,48.7147
2033,2.33333,3.0,2.66667,3.33333,0.0,0.0,0.75,0.0,0.027780000000000003,0.013890000000000001,0.0,0.013890000000000001,0.04167,0.0,0.0,0.013890000000000001,0.027780000000000003,0.0,0.013890000000000001,0.0,6.875,0.65278,122137.88889000002,85.75,0.027780000000000003,0.013890000000000001,0.625,0.375,0.0,0.055560000000000005,0.18056,2.0,1.0,0.9166700000000001,2.7619,7.363639999999999,1.0,4.0,4.0,2.97778,72.0,18.0,36.69
2030,1.0,2.0,1.0,2.0,0.0,0.0,1.5,0.0,0.027780000000000003,0.0,0.0,0.027780000000000003,0.055560000000000005,0.0,0.0,0.027780000000000003,0.027780000000000003,0.0,0.027780000000000003,0.0,5.0,0.86111,128266.63635999999,1408.5,0.027780000000000003,0.027780000000000003,0.61111,0.38889,0.0,0.08333,0.22221999999999997,4.0,1.0,0.85714,4.83333,9.33333,1.0,2.0,2.0,2.72727,36.0,18.0,44.915
2217,2.0,4.0,2.0,4.0,0.0,0.0,1.5,0.0,0.03333,0.0,0.0,0.03333,0.03333,0.0,0.0,0.03333,0.0,0.0,0.0,0.0,7.0,0.76667,106237.15789,1016.5,0.23333,0.0,0.6333300000000001,0.36667,0.0,0.06667000000000001,0.16667,2.42857,0.0,1.4,4.14286,9.33333,1.0,2.0,2.0,2.9473700000000003,30.0,15.0,22.11
1984,2.0,2.16667,1.9047599999999998,1.95238,0.0,0.0,2.71429,0.0,0.028569999999999998,0.02143,0.0,0.04286,0.07143,0.0071400000000000005,0.0,0.028569999999999998,0.028569999999999998,0.0,0.0,0.0071400000000000005,4.93095,0.6953699999999999,168818.52439,5601.0,0.035710000000000006,0.035710000000000006,0.5857100000000001,0.41428999999999994,0.01,0.06429,0.14286,1.66667,3.33333,1.1578899999999999,3.88,6.28571,1.0,7.0,7.0,3.06098,140.0,20.0,33.35071
3141,2.5,4.5,2.66667,4.66667,0.0,0.0,1.33333,0.0,0.035710000000000006,0.0,0.0,0.07143,0.07143,0.0,0.0,0.053570000000000007,0.0,0.0,0.0,0.0,4.88889,0.64286,381568.19444,436.0,0.17857,0.0,0.64286,0.35714,0.0,0.07143,0.16071,2.66667,0.0,0.66667,3.4666699999999997,10.625,1.0,3.0,3.0,2.80556,56.0,18.66667,39.53833
1616,2.66667,6.0,2.66667,6.33333,1.0,1.0,5.25,0.0,0.015619999999999998,0.007809999999999999,0.0,0.015619999999999998,0.02344,0.0,0.0,0.015619999999999998,0.007809999999999999,0.0,0.0,0.0,4.47424,0.5344800000000001,378655.17949,135.0,0.10937999999999999,0.0,0.60938,0.39061999999999997,0.01,0.0625,0.14844000000000002,3.0,0.0,0.55556,3.2619,7.94118,1.0,4.0,4.0,2.58974,128.0,32.0,45.17219
1097,5.5,6.0,9.9,11.6,0.0,0.0,1.2,0.0,0.02913,0.01942,0.0,0.02913,0.08738,0.01942,0.0,0.05825,0.05825,0.0,0.0,0.00971,5.55,0.485,367294.2,2042.2,0.05825,0.01942,0.72816,0.27184,0.0,0.02913,0.16505,2.5,1.0,0.66667,2.1395299999999997,3.91667,1.0,5.0,5.0,2.8933299999999997,103.0,20.6,21.76483
1833,3.2,4.6,2.0666700000000002,3.0,0.0,0.0,1.16667,0.0,0.027030000000000002,0.018019999999999998,0.0,0.027030000000000002,0.06306,0.0,0.0,0.027030000000000002,0.018019999999999998,0.0,0.0,0.027030000000000002,3.9555599999999997,0.67167,166787.43662,112479.33333,0.04505,0.009009999999999999,0.63964,0.36036,0.0,0.04505,0.12613,3.6,3.0,0.61538,2.0,5.77778,1.0,6.0,6.0,2.50704,111.0,18.5,57.80885
1988,7.33333,8.33333,11.04762,12.095239999999999,0.0,0.0,0.28570999999999996,0.0,0.034010000000000006,0.02721,0.0,0.02041,0.05442,0.0068,0.0,0.013609999999999999,0.04082,0.0,0.0,0.0068,6.07857,0.5614600000000001,254110.02857,1311.7142900000001,0.08163,0.0068,0.71429,0.28570999999999996,0.00583,0.02721,0.13605,0.7,0.0,1.16667,1.44262,4.923080000000001,1.0,7.0,7.0,2.9142900000000003,147.0,21.0,24.94041
1994,6.33333,7.33333,9.7619,10.7619,0.0,0.0,0.28570999999999996,0.0,0.027589999999999996,0.02069,0.0,0.02069,0.04828,0.0069,0.0,0.01379,0.034480000000000004,0.0,0.0,0.0069,7.05,0.56891,246044.79611999998,1172.2857099999999,0.07586,0.0069,0.71034,0.28966,0.00609,0.027589999999999996,0.13793,0.77778,0.0,1.16667,1.33333,4.923080000000001,1.0,7.0,7.0,2.85437,145.0,20.71429,29.437590000000004
1977,1.16667,1.83333,0.9523799999999999,1.5714299999999999,0.0,0.0,1.71429,0.0,0.01961,0.0098,0.0,0.04902,0.058820000000000004,0.0098,0.0,0.029410000000000002,0.01961,0.0,0.0,0.0,4.09524,0.68333,197229.5082,5017.14286,0.03922,0.01961,0.59804,0.40196,0.01,0.058820000000000004,0.18627,1.25,5.0,1.1764700000000001,5.2,6.25,1.0,7.0,7.0,3.16393,102.0,14.57143,33.32735
2153,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.07272999999999999,0.03636,0.0,0.05455,0.09091,0.0,0.0,0.03636,0.03636,0.0,0.0,0.0,6.11111,0.6,231422.89744,0.0,0.10909,0.0,0.70909,0.29091,0.0,0.01818,0.12727,1.33333,0.0,1.75,2.04,4.16667,1.0,1.0,1.0,2.33333,55.0,55.0,20.73364
1618,2.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.032260000000000004,0.0,0.0,0.06452000000000001,0.06452000000000001,0.0,0.0,0.06452000000000001,0.0,0.0,0.0,0.0,3.83333,0.80645,50675.842110000005,742.5,0.09677000000000001,0.0,0.6129,0.3871,0.0,0.032260000000000004,0.19355,0.0,0.0,1.8,3.8,3.83333,1.0,2.0,2.0,3.26316,31.0,15.5,22.96702
1613,2.375,2.75,1.5,1.8055599999999998,0.0,0.0,1.66667,0.0,0.05217,0.01739,0.0,0.03478,0.06957,0.0,0.0,0.04348,0.01739,0.0,0.0,0.01739,5.75926,0.66062,224903.09211,3124.1111100000003,0.08696,0.05217,0.66087,0.33913000000000004,0.0,0.01739,0.13043,2.25,3.0,0.84615,2.7907,10.25,1.0,9.0,9.0,3.13158,115.0,12.77778,28.411640000000002
1530,1.4285700000000001,2.28571,1.0357100000000001,1.6428599999999998,0.0,0.0,1.5,0.00943,0.018869999999999998,0.00943,0.0,0.018869999999999998,0.04717,0.0,0.0,0.018869999999999998,0.00943,0.0,0.0,0.00943,8.75,0.55857,81817.25757999999,341.75,0.10377,0.00943,0.62264,0.37736,0.0,0.037739999999999996,0.12264000000000001,2.72727,0.0,0.75,3.6756800000000003,5.4,1.0,8.0,8.0,3.04545,106.0,13.25,39.0504
2124,2.875,3.5,2.72222,3.80556,0.0,0.0,1.0,0.0,0.008329999999999999,0.0,0.0,0.025,0.05832999999999999,0.0,0.0,0.03333,0.03333,0.0,0.0,0.016669999999999997,3.9240699999999995,0.54667,505382.58025,152719.66667,0.13333,0.04167,0.675,0.325,0.0,0.025,0.15,2.5,3.5,0.73333,2.6585400000000003,7.2666699999999995,1.0,9.0,9.0,2.79012,120.0,13.333329999999998,42.83667
1397,3.4,6.8,1.4,3.8666699999999996,0.0,0.0,2.5,0.0,0.016390000000000002,0.0082,0.0,0.03279,0.04098,0.016390000000000002,0.0,0.02459,0.02459,0.0,0.0,0.0,6.881939999999999,0.50565,418650.58904,784.5,0.09016,0.02459,0.59836,0.40164,0.0,0.03279,0.18033,1.72727,5.0,0.59091,4.05882,10.1875,1.0,6.0,6.0,2.7397299999999998,122.0,20.33333,52.06224
1092,1.6,2.4,5.53333,6.8,0.4,0.4,1.0,0.0,0.028569999999999998,0.01905,0.0,0.028569999999999998,0.08571000000000001,0.01905,0.0,0.057139999999999996,0.057139999999999996,0.0,0.0,0.00952,6.569439999999999,0.53,423972.92958,1915.5,0.06667000000000001,0.01905,0.67619,0.32381,0.01,0.08571000000000001,0.17143,3.4285699999999997,1.0,0.61538,2.2682900000000004,4.53846,1.0,6.0,6.0,2.94366,105.0,17.5,25.61536
1640,1.5,1.5,2.0,2.2,0.0,0.0,0.8,0.0,0.02899,0.014490000000000001,0.0,0.04348,0.05797000000000001,0.0,0.0,0.014490000000000001,0.014490000000000001,0.0,0.0,0.0,5.03333,0.6087,86133.575,1554.8,0.04348,0.0,0.5797100000000001,0.42028999999999994,0.0,0.07246,0.15942,1.5,0.0,2.625,3.8,6.0,1.0,5.0,5.0,2.7,69.0,13.8,60.72365
2433,2.25,3.0,1.4,2.2,0.0,0.0,2.0,0.0,0.027030000000000002,0.01351,0.0,0.01351,0.027030000000000002,0.0,0.0,0.01351,0.01351,0.0,0.0,0.0,4.33333,0.6756800000000001,242885.67441999997,2926.6,0.08108,0.0,0.58108,0.41891999999999996,0.0,0.04054,0.14865,1.5,0.0,0.77778,4.0,6.625,1.0,5.0,5.0,2.65116,74.0,14.8,63.46976
3063,1.4285700000000001,1.8571400000000002,2.75,3.03571,1.0,1.4285700000000001,1.625,0.0,0.01818,0.01212,0.00606,0.02424,0.04242,0.0,0.00606,0.02424,0.01818,0.0,0.0,0.0,8.1875,0.5753,222510.01,1613.5,0.04848,0.00606,0.60606,0.39394,0.011359999999999999,0.04848,0.12727,3.0,0.0,0.57895,2.50746,10.94444,1.0,8.0,8.0,2.75,165.0,20.625,47.420629999999996
1362,2.1428599999999998,2.42857,2.1428599999999998,2.1428599999999998,0.0,0.0,0.375,0.0,0.0303,0.01818,0.0,0.05455,0.07272999999999999,0.0,0.0,0.04242,0.01818,0.0,0.0,0.0,4.43571,0.59985,176551.27273,743.625,0.04242,0.01212,0.53333,0.46667,0.01636,0.07272999999999999,0.13333,8.25,3.0,1.0,2.82353,9.38462,1.0,8.0,8.0,2.79545,165.0,20.625,54.59881
2218,3.0,4.0,3.0,4.0,0.0,0.0,0.5,0.0,0.03125,0.0,0.0,0.03125,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,5.83333,0.75,74862.26316,1016.5,0.15625,0.0,0.59375,0.40625,0.0,0.0625,0.15625,2.6,0.0,1.4,4.11111,9.33333,1.0,2.0,2.0,2.9473700000000003,32.0,16.0,34.31375
2454,1.5,2.0,1.66667,3.0,0.0,0.0,2.33333,0.0,0.011359999999999999,0.011359999999999999,0.0,0.034089999999999995,0.04545,0.011359999999999999,0.0,0.034089999999999995,0.05682,0.0,0.0,0.0,7.316669999999999,0.64773,138720.21667,295.33333,0.10227,0.0,0.68182,0.31818,0.0,0.034089999999999995,0.18182,1.66667,0.0,0.90909,3.42424,6.5,1.0,3.0,3.0,2.6,88.0,29.33333,37.36394
1643,1.0,1.66667,0.90476,1.71429,0.0,0.0,1.2857100000000001,0.0,0.02632,0.01316,0.0,0.02632,0.03947,0.0,0.0,0.02632,0.02632,0.0,0.0,0.0,4.0,0.72368,293378.62,104901.28571,0.09211,0.0,0.65789,0.34210999999999997,0.0,0.01316,0.23684000000000002,2.8571400000000002,0.0,1.52941,4.20833,9.727269999999999,1.0,7.0,7.0,2.84,76.0,10.85714,46.35184
1837,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.017240000000000002,0.0,0.0,0.034480000000000004,0.034480000000000004,0.0,0.0,0.017240000000000002,0.0,0.0,0.0,0.0,5.225,0.81034,234973.86841999998,168821.0,0.06897,0.0,0.65517,0.34483,0.0,0.017240000000000002,0.13793,4.25,0.0,1.2857100000000001,2.22727,10.0,1.0,4.0,4.0,2.4473700000000003,58.0,14.5,66.37612
1842,1.4,2.6,1.66667,3.0,0.0,0.0,1.33333,0.0,0.01923,0.00962,0.0,0.02885,0.03846,0.0,0.0,0.02885,0.00962,0.0,0.0,0.0,5.40278,0.5820000000000001,314424.68116,6992.0,0.13462000000000002,0.0,0.66346,0.33654,0.0,0.01923,0.14423,2.33333,0.0,0.63636,3.08108,5.81818,1.0,6.0,6.0,2.66667,104.0,17.33333,46.5859
2436,1.5714299999999999,2.28571,1.0714299999999999,1.78571,0.0,0.0,1.375,0.0,0.04348,0.02609,0.0,0.04348,0.06957,0.0,0.0,0.0087,0.02609,0.0,0.0,0.0,6.41667,0.52188,504226.01449,6285.5,0.04348,0.0,0.6,0.4,0.0,0.02609,0.08696,1.5,0.0,0.9,5.13333,9.25,1.0,8.0,8.0,2.55072,115.0,14.375,66.51568
1603,2.33333,4.66667,1.71429,3.4285699999999997,0.0,0.0,1.2857100000000001,0.0,0.02913,0.0,0.0,0.01942,0.04854,0.0,0.0,0.01942,0.01942,0.0,0.00971,0.00971,5.57143,0.5775,252831.92536999998,4372.28571,0.02913,0.00971,0.65049,0.34951,0.01,0.03883,0.25243000000000004,1.33333,4.0,0.52381,2.75676,8.65217,1.0,7.0,7.0,2.6268700000000003,103.0,14.71429,50.73689
